Division,Weight Class,Lift,Name,Kilos,Pounds,Date,Location,Event,Status,HasRecord
MASTER WOMEN 45 TO 49,67.5kg/148.7lb,Deadlift,Trevia Brooks,155.0,341.7,04/23/2022,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 45 TO 49,67.5kg/148.7lb,TOTAL,Trevia Brooks,341.5,752.9,11/06/2021,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 45 TO 49,75kg/165.2lb,Squat,Lisa Ragland,122.5,270.1,10/17/2021,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 45 TO 49,75kg/165.2lb,Bench,Sharon Iacovone,77.5,170.9,06/01/2019,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 45 TO 49,75kg/165.2lb,Deadlift,Lisa Ragland,170.0,374.8,10/17/2021,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 45 TO 49,75kg/165.2lb,TOTAL,Lisa Ragland,347.5,766.1,10/17/2021,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 45 TO 49,82.5kg/181.7lb,Squat,Christina Ullman,132.5,292.1,02/06/2021,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 45 TO 49,82.5kg/181.7lb,Bench,Christina Ullman,72.5,159.8,02/06/2021,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 45 TO 49,82.5kg/181.7lb,Deadlift,Lisa Ragland,175.0,385.8,04/23/2022,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 45 TO 49,82.5kg/181.7lb,TOTAL,Christina Ullman,362.5,799.2,02/06/2021,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 45 TO 49,90kg/198.2lb,Squat,Sarah Johnson,185.5,408.96,2024-11-01,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 45 TO 49,90kg/198.2lb,Bench,Sarah Johnson,110.0,242.5,12/02/2023,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 45 TO 49,90kg/198.2lb,Deadlift,Sarah Johnson,232.5,512.57,06/13/2024,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 45 TO 49,90kg/198.2lb,TOTAL,Sarah Johnson,527.5,1162.94,06/13/2024,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 45 TO 49,100kg/220lb,Squat,Audrey Restelli,127.5,281.1,10/26/2023,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 45 TO 49,100kg/220lb,Bench,Audrey Restelli,90.0,198.4,02/26/2023,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 45 TO 49,100kg/220lb,Deadlift,Audrey Restelli,167.5,369.3,08/05/2023,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 45 TO 49,100kg/220lb,TOTAL,Audrey Restelli,380.0,837.8,10/26/2023,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 45 TO 49,110kg,Squat,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 45 TO 49,110kg/242lb,Bench,teresa Johnson,87.5,192.9,12/12/2020,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 45 TO 49,110kg,Deadlift,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 45 TO 49,110kg/242lb,TOTAL,teresa Johnson,355.0,782.6,02/22/2020,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 45 TO 49,110+kg,Squat,Deann Mason,180.0,396.8,05/02/2021,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 45 TO 49,110+kg,Bench,Deann Mason,92.5,203.9,05/02/2021,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 45 TO 49,110+kg,Deadlift,Deann Mason,190.0,418.9,05/02/2021,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 45 TO 49,110+kg,TOTAL,Deann Mason,462.5,1019.6,05/02/2021,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 50 TO 54,44kg/97lb,Squat,Beth Underhill,87.5,192.9,02/26/2023,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 50 TO 54,44kg/97lb,Bench,Beth Underhill,55.0,121.3,02/26/2023,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 50 TO 54,44kg/97lb,Deadlift,Beth Underhill,120.0,264.6,10/26/2023,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 50 TO 54,44kg/97lb,TOTAL,Beth Underhill,260.0,573.2,10/26/2023,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 50 TO 54,48kg/105.7lb,Squat,Beth Underhill,92.5,203.9,09/04/2020,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 50 TO 54,48kg/105.7lb,Bench,Beth Underhill,57.5,126.8,09/04/2020,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 50 TO 54,48kg/105.7lb,Deadlift,Beth Underhill,130.0,286.6,10/26/2019,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 50 TO 54,48kg/105.7lb,TOTAL,Beth Underhill,272.5,600.8,10/26/2019,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 50 TO 54,52kg/114.5lb,Squat,Lisa  Weiss,77.5,170.9,10/02/2021,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 50 TO 54,52kg/114.5lb,Bench,Lisa  Weiss,57.5,126.8,10/02/2021,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 50 TO 54,52kg/114.5lb,Deadlift,Lisa  Weiss,130.0,286.6,10/02/2021,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 50 TO 54,52kg/114.5lb,TOTAL,Lisa  Weiss,265.0,584.2,10/02/2021,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 50 TO 54,56kg/123.5lb,Squat,Mary Lissfelt,97.5,215.0,09/28/2019,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 50 TO 54,56kg/123.5lb,Bench,Mary Lissfelt,62.5,137.8,09/28/2019,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 50 TO 54,56kg/123.5lb,Deadlift,Mary Lissfelt,120.0,264.6,09/28/2019,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 50 TO 54,56kg/123.5lb,TOTAL,Mary Lissfelt,280.0,617.3,09/28/2019,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 50 TO 54,60kg/132.2lb,Squat,Candi  Nostrant,150.0,330.7,08/07/2021,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 50 TO 54,60kg/132.2lb,Bench,Candi  Nostrant,95.5,210.5,08/07/2021,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 50 TO 54,60kg/132.2lb,Deadlift,Candi  Nostrant,170.5,375.9,08/07/2021,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 50 TO 54,60kg/132.2lb,TOTAL,Candi  Nostrant,416.0,917.1,08/07/2021,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 50 TO 54,67.5kg/148.7lb,Squat,Darla Coray,107.5,237.0,09/17/2022,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 50 TO 54,67.5kg/148.7lb,Bench,Stephanie Irwin,62.5,137.8,07/22/2017,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 50 TO 54,67.5kg/148.7lb,Deadlift,Stephanie Irwin,160.0,336.2,11/11/2017,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 50 TO 54,67.5kg/148.7lb,TOTAL,Stephanie Irwin,325.0,716.5,11/11/2017,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 50 TO 54,75kg/165.2lb,Squat,Sharon Iacovone,125.0,275.6,04/23/2022,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 50 TO 54,75kg/165.2lb,Bench,Sharon Iacovone,80.0,176.4,04/23/2022,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 50 TO 54,75kg/165.2lb,Deadlift,Stephanie Irwin,150.0,331.0,10/22/2016,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 50 TO 54,75kg/165.2lb,TOTAL,Sharon Iacovone,355.0,782.6,04/23/2022,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 50 TO 54,82.5kg/181.7lb,Squat,Christina Ullman,130.0,286.6,07/13/2021,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 50 TO 54,82.5kg/181.7lb,Bench,Christina Ullman,72.5,159.8,07/13/2021,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 50 TO 54,82.5kg/181.7lb,Deadlift,Christina Ullman,152.5,336.2,07/13/2021,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 50 TO 54,82.5kg/181.7lb,TOTAL,Christina Ullman,355.0,782.6,07/13/2021,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 50 TO 54,90kg/198.2lb,Squat,Christina Ullman,142.5,314.2,09/11/2021,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 50 TO 54,90kg/198.2lb,Bench,Christina Ullman,80.0,176.4,11/05/2021,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 50 TO 54,90kg/198.2lb,Deadlift,Christina Ullman,165.0,363.8,11/05/2021,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 50 TO 54,90kg/198.2lb,TOTAL,Christina Ullman,382.5,843.3,11/05/2021,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 50 TO 54,100kg/220lb,Squat,Deidra Lane,127.5,281.1,04/18/2021,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 50 TO 54,100kg/220lb,Bench,Deidra Lane,75.0,165.3,04/18/2021,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 50 TO 54,100kg/220lb,Deadlift,Deidra Lane,157.5,347.2,04/18/2021,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 50 TO 54,100kg/220lb,TOTAL,Deidra Lane,360.0,793.7,04/18/2021,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 50 TO 54,110kg,Squat,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 50 TO 54,110kg,Bench,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 50 TO 54,110kg,Deadlift,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 50 TO 54,110kg,TOTAL,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 50 TO 54,110+kg,Squat,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 50 TO 54,110+kg,Bench,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 50 TO 54,110+kg,Deadlift,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 50 TO 54,110+kg,TOTAL,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 55 TO 59,44kg,Squat,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 55 TO 59,44kg,Bench,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 55 TO 59,44kg,Deadlift,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 55 TO 59,44kg,TOTAL,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 55 TO 59,48kg,Squat,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 55 TO 59,48kg,Bench,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 55 TO 59,48kg,Deadlift,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 55 TO 59,48kg,TOTAL,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 55 TO 59,52kg,Squat,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 55 TO 59,52kg/114.5lb,Bench,Lisa  Weiss,55.0,121.3,12/17/2022,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 55 TO 59,52kg/114.5lb,Deadlift,Lisa  Weiss,125.0,275.6,12/17/2022,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 55 TO 59,52kg/114.5lb,TOTAL,Lisa  Weiss,260.0,573.2,12/17/2022,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 55 TO 59,56kg/123.5lb,Squat,Nalana Kardos,75.0,165.35,2025-09-20,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 55 TO 59,56kg/123.5lb,Bench,Nalana Kardos,45.0,99.21,2025-04-05,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 55 TO 59,56kg/123.5lb,Deadlift,Nalana Kardos,102.5,225.97,2025-07-26,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 55 TO 59,56kg/123.5lb,TOTAL,Nalana Kardos,220.0,485.02,2025-09-20,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 55 TO 59,60kg/132.2lb,Squat,Lisa Courtney,102.5,226.0,07/11/2019,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 55 TO 59,60kg/132.2lb,Bench,Lisa Courtney,60.0,132.3,07/11/2019,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 55 TO 59,60kg/132.2lb,Deadlift,Lisa Courtney,112.5,248.0,07/11/2019,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 55 TO 59,60kg/132.2lb,TOTAL,Lisa Courtney,275.0,606.3,07/11/2019,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 55 TO 59,67.5kg/148.7lb,Squat,Kelley Dyer,100.0,220.5,09/11/2021,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 55 TO 59,67.5kg/148.7lb,Bench,Kelley Dyer,52.5,115.7,09/11/2021,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 55 TO 59,67.5kg/148.7lb,Deadlift,Kelley Dyer,120.0,264.6,09/11/2021,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 55 TO 59,67.5kg/148.7lb,TOTAL,Kelley Dyer,272.5,600.8,09/11/2021,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 55 TO 59,75kg/165.2lb,Squat,Maggie Kuhn,127.5,281.1,06/16/2018,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 55 TO 59,75kg/165.2lb,Bench,Maggie Kuhn,75.0,165.3,11/10/2018,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 55 TO 59,75kg/165.2lb,Deadlift,Maggie Kuhn,160.5,353.8,11/10/2018,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 55 TO 59,75kg/165.2lb,TOTAL,Maggie Kuhn,363.0,800.3,11/10/2018,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 55 TO 59,82.5kg/181.7lb,Squat,Peg Davis,107.5,237.0,06/16/2018,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 55 TO 59,82.5kg/181.7lb,Bench,Peg Davis,65.0,143.3,06/16/2018,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 55 TO 59,82.5kg/181.7lb,Deadlift,Peg Davis,137.5,303.1,06/16/2018,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 55 TO 59,82.5kg/181.7lb,TOTAL,Peg Davis,310.0,683.4,06/16/2018,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 55 TO 59,90kg/198.2lb,Squat,Wendy Derr,80.0,176.37,08/17/2024,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 55 TO 59,90kg/198.2lb,Bench,Wendy Derr,45.0,99.21,08/17/2024,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 55 TO 59,90kg/198.2lb,Deadlift,Wendy Derr,97.5,214.95,08/17/2024,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 55 TO 59,90kg/198.2lb,TOTAL,Wendy Derr,222.5,490.53,08/17/2024,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 55 TO 59,100kg/220lb,Squat,Katy Beyerle,92.5,203.9,12/07/2019,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 55 TO 59,100kg/220lb,Bench,Katy Beyerle,45.0,99.2,12/07/2019,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 55 TO 59,100kg/220lb,Deadlift,Katy Beyerle,95.0,209.4,12/07/2019,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 55 TO 59,100kg/220lb,TOTAL,Katy Beyerle,232.5,512.6,12/07/2019,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 55 TO 59,110kg,Squat,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 55 TO 59,110kg,Bench,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 55 TO 59,110kg,Deadlift,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 55 TO 59,110kg,TOTAL,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 55 TO 59,110+kg,Squat,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 55 TO 59,110+kg,Bench,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 55 TO 59,110+kg,Deadlift,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 55 TO 59,110+kg,TOTAL,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 60 TO 64,44kg,Squat,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 60 TO 64,44kg,Bench,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 60 TO 64,44kg,Deadlift,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 60 TO 64,44kg,TOTAL,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 60 TO 64,48kg,Squat,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 60 TO 64,48kg,Bench,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 60 TO 64,48kg,Deadlift,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 60 TO 64,48kg,TOTAL,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 60 TO 64,52kg,Squat,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 60 TO 64,52kg,Bench,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 60 TO 64,52kg,Deadlift,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 60 TO 64,52kg,TOTAL,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 60 TO 64,56kg,Squat,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 60 TO 64,56kg,Bench,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 60 TO 64,56kg,Deadlift,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 60 TO 64,56kg,TOTAL,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 60 TO 64,60kg,Squat,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 60 TO 64,60kg,Bench,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 60 TO 64,60kg,Deadlift,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 60 TO 64,60kg,TOTAL,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 60 TO 64,67.5kg/148.7lb,Squat,Abbie Fuller`,77.5,170.9,09/17/2022,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 60 TO 64,67.5kg/148.7lb,Bench,Abbie Fuller`,32.5,71.7,09/17/2022,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 60 TO 64,67.5kg/148.7lb,Deadlift,Abbie Fuller`,115.0,253.5,09/17/2022,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 60 TO 64,67.5kg/148.7lb,TOTAL,Abbie Fuller`,225.0,496.0,09/17/2022,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 60 TO 64,75kg/165.2lb,Squat,Aven Malec,92.5,203.9,09/04/2020,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 60 TO 64,75kg/165.2lb,Bench,Aven Malec,50.0,110.2,07/12/2019,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 60 TO 64,75kg/165.2lb,Deadlift,Aven Malec,115.0,253.5,07/12/2019,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 60 TO 64,75kg/165.2lb,TOTAL,Aven Malec,250.0,551.2,11/09/2019,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 60 TO 64,82.5kg,Squat,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 60 TO 64,82.5kg,Bench,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 60 TO 64,82.5kg,Deadlift,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 60 TO 64,82.5kg,TOTAL,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 60 TO 64,90kg/198.2lb,Squat,Kathy Wolf,80.0,176.4,12/18/2022,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 60 TO 64,90kg/198.2lb,Bench,Kathy Wolf,47.5,104.7,04/22/2023,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 60 TO 64,90kg/198.2lb,Deadlift,Kathy Wolf,117.5,259.0,04/22/2023,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 60 TO 64,90kg/198.2lb,TOTAL,Kathy Wolf,237.5,523.6,04/22/2023,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 60 TO 64,100kg/220lb,Squat,Kathy Wolf,85.0,187.4,12/02/2023,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 60 TO 64,100kg/220lb,Bench,Kathy Wolf,45.0,99.2,12/02/2023,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 60 TO 64,100kg/220lb,Deadlift,Kathy Wolf,122.5,270.07,03/23/2024,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 60 TO 64,100kg/220lb,TOTAL,Kathy Wolf,242.5,534.6,12/02/2023,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 60 TO 64,110kg,Squat,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 60 TO 64,110kg,Bench,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 60 TO 64,110kg,Deadlift,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 60 TO 64,110kg,TOTAL,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 60 TO 64,110+kg,Squat,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 60 TO 64,110+kg,Bench,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 60 TO 64,110+kg,Deadlift,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 60 TO 64,110+kg,TOTAL,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 65 TO 69,44kg,Squat,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 65 TO 69,44kg,Bench,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 65 TO 69,44kg,Deadlift,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 65 TO 69,44kg,TOTAL,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 65 TO 69,48kg,Squat,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 65 TO 69,48kg,Bench,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 65 TO 69,48kg,Deadlift,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 65 TO 69,48kg,TOTAL,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 65 TO 69,52kg,Squat,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 65 TO 69,52kg,Bench,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 65 TO 69,52kg,Deadlift,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 65 TO 69,52kg,TOTAL,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 65 TO 69,56kg,Squat,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 65 TO 69,56kg,Bench,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 65 TO 69,56kg,Deadlift,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 65 TO 69,56kg,TOTAL,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 65 TO 69,60kg,Squat,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 65 TO 69,60kg,Bench,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 65 TO 69,60kg,Deadlift,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 65 TO 69,60kg,TOTAL,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 65 TO 69,67.5kg,Squat,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 65 TO 69,67.5kg,Bench,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 65 TO 69,67.5kg,Deadlift,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 65 TO 69,67.5kg,TOTAL,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 65 TO 69,75kg/165.2lb,Squat,Debra Joseph,70.0,154.32,2025-04-05,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 65 TO 69,75kg/165.2lb,Bench,Debra Joseph,42.5,93.7,2025-04-05,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 65 TO 69,75kg/165.2lb,Deadlift,Debra Joseph,110.0,242.51,2025-04-05,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 65 TO 69,75kg/165.2lb,TOTAL,Debra Joseph,222.5,490.53,2025-04-05,ohio,raw-powerlifting,non-tested,True
MASTER WOMEN 65 TO 69,82.5kg,Squat,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 65 TO 69,82.5kg,Bench,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 65 TO 69,82.5kg,Deadlift,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 65 TO 69,82.5kg,TOTAL,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 65 TO 69,90kg,Squat,No existing record,,,,ohio,raw-powerlifting,non-tested,False
MASTER WOMEN 65 TO 69,90kg,Bench,No existing record,,,,ohio,raw-powerlifting,non-tested,False
